TICKER,PRECO,DY,P/L,P/VP,P/ATIVOS,MARGEM BRUTA,MARGEM EBIT,MARG. LIQUIDA,P/EBIT,EV/EBIT,DIVIDA LIQUIDA / EBIT,DIV. LIQ. / PATRI.,PSR,P/CAP. GIRO,P. AT CIR. LIQ.,LIQ. CORRENTE,ROE,ROA,ROIC,PATRIMONIO / ATIVOS,PASSIVOS / ATIVOS,GIRO ATIVOS,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS, LIQUIDEZ MEDIA DIARIA, VPA, LPA, PEG Ratio, VALOR DE MERCADO
AALR3,6.32,,-11.13,0.91,0.33,27.68,9.63,-7.04,8.13,10.86,2.72,0.30,0.78,33.88,-0.45,1.04,-8.17,-3.01,6.82,0.37,0.62,0.43,2.55,,521384.48,6.95,-0.57,0.18,962911926.24
ABCB4,22.04,8.83,5.57,0.82,0.09,21.67,12.42,10.32,4.63,4.63,,,0.57,-2.35,-0.09,0.20,14.71,1.56,,0.11,0.89,0.15,35.11,14.24,7211285.81,26.90,3.96,0.57,5392237128.28
ABEV3,12.40,8.48,13.25,2.11,1.37,51.50,25.06,16.08,8.50,7.88,-0.63,-0.16,2.13,49.86,-1.93,1.11,15.95,10.38,18.73,0.65,0.34,0.65,11.20,4.60,315318325.24,5.87,0.94,5.35,195444320574.40
ADHM3,1.56,,-4.09,-1.29,105.12,100.00,-13548.48,-18860.61,-5.69,-5.69,0.00,,770.90,-1.43,-116.16,0.00,-31.47,-2571.90,22.61,-81.72,82.72,0.14,,,,-1.21,-0.38,-0.58,25439770.20
AERI3,4.14,,-0.22,-4.05,0.13,5.17,-87.08,-112.32,-0.29,-2.10,-1.81,,0.25,1.17,-0.20,1.41,-1823.36,-56.67,-58.22,-0.03,1.03,0.50,12.70,,530150.10,-1.02,-18.65,0.00,257177611.44
AESB3,8.12,,-17.01,1.70,0.37,27.59,23.00,-10.02,7.41,18.23,10.82,2.49,1.70,-15.45,-0.42,0.84,-10.02,-2.15,5.10,0.21,0.73,0.21,,,13684494.00,4.76,-0.48,-0.08,6973842690.64
AFLT3,7.21,5.95,17.41,1.89,1.29,54.38,48.60,34.47,12.35,12.55,0.20,0.03,6.00,9.52,-1.70,2.24,10.86,7.40,11.23,0.68,0.32,0.21,17.36,0.67,1534.56,3.81,0.41,-2.44,454840687.00
AGRO3,21.27,7.32,7.05,1.01,0.55,39.38,29.46,22.84,5.47,8.62,3.15,0.58,1.61,4.72,-0.80,1.58,14.27,7.79,9.29,0.55,0.45,0.34,13.78,11.82,2285572.19,21.13,3.02,0.23,2184076853.88
AGXY3,5.73,,-0.03,-0.05,0.03,-4.18,-59.21,-86.99,-0.05,-0.68,-0.63,,0.03,-0.03,-0.06,0.33,-145.31,-83.71,433.24,-0.58,1.58,0.96,24.29,,101937.05,-118.43,-172.09,0.00,97235641.83
AHEB3,31.95,,2.63,1.09,0.50,19.41,12.54,15.36,3.22,3.15,-0.11,-0.04,0.40,1.54,-0.89,4.03,41.26,19.10,26.80,0.46,0.54,1.24,44.62,,3195.00,29.44,12.15,-0.15,276112605.15
AHEB5,58.00,,4.77,1.97,0.91,19.41,12.54,15.36,5.85,3.15,-0.11,-0.04,0.73,2.79,-1.61,4.03,41.26,19.10,26.80,0.46,0.54,1.24,44.62,,0.00,29.44,12.15,-0.28,276112605.15
AHEB6,55.00,,4.53,1.87,0.86,19.41,12.54,15.36,5.55,3.15,-0.11,-0.04,0.70,2.65,-1.53,4.03,41.26,19.10,26.80,0.46,0.54,1.24,44.62,,5500.00,29.44,12.15,-0.27,276112605.15
ALLD3,8.02,25.37,6.81,0.51,0.23,11.61,3.27,2.07,4.32,5.54,1.21,0.14,0.14,0.73,-0.81,1.76,7.44,3.34,7.88,0.45,0.55,1.61,8.27,2.08,1591705.81,15.82,1.18,-0.25,759774780.20
ALOS3,23.94,5.02,17.63,0.97,0.49,74.56,55.52,26.33,8.36,6.45,-1.91,-0.22,4.64,5.19,-0.57,2.91,5.48,2.79,10.76,0.51,0.46,0.11,29.82,101.81,89694916.14,24.77,1.36,1.95,12997909601.46
ALPA3,9.28,1.04,24.39,1.53,1.02,46.65,5.85,5.97,24.91,24.50,-0.71,-0.04,1.46,3.76,-2.00,2.25,6.29,4.19,4.82,0.67,0.33,0.70,2.05,-1.06,50888.24,6.05,0.38,-0.21,6414398757.42
ALPA4,9.50,1.12,24.97,1.57,1.05,46.65,5.85,5.97,25.50,24.50,-0.71,-0.04,1.49,3.85,-2.05,2.25,6.29,4.19,4.82,0.67,0.33,0.70,2.05,-1.06,17892927.24,6.05,0.38,-0.21,6414398757.42
ALPK3,2.98,,-187.42,1.86,0.25,32.65,13.48,-0.20,2.82,8.18,5.36,3.53,0.38,-8.33,-0.32,0.88,-0.99,-0.13,11.67,0.13,0.86,0.66,7.96,,394536.29,1.60,-0.02,2.06,653531084.34
ALUP11,29.90,3.01,9.50,1.15,0.31,69.38,65.43,24.01,3.48,6.69,3.21,1.06,2.28,2.83,-0.40,2.13,12.11,3.31,11.18,0.27,0.62,0.14,-2.71,3.11,33435065.24,26.00,3.15,0.23,9855843323.30
ALUP3,10.54,2.85,10.04,1.22,0.33,69.38,65.43,24.01,3.69,6.69,3.21,1.06,2.41,2.99,-0.42,2.13,12.11,3.31,11.18,0.27,0.62,0.14,-2.71,3.11,36256.24,8.67,1.05,0.24,9855843323.30
ALUP4,9.57,3.13,9.12,1.10,0.30,69.38,65.43,24.01,3.35,6.69,3.21,1.06,2.19,2.72,-0.38,2.13,12.11,3.31,11.18,0.27,0.62,0.14,-2.71,3.11,86457.67,8.67,1.05,0.22,9855843323.30
AMAR3,1.19,,-10.02,2.11,0.30,51.34,12.16,-4.04,3.33,6.93,3.61,2.29,0.40,-1.45,-0.41,0.56,-21.07,-3.02,18.95,0.14,0.86,0.75,-13.55,,326989.67,0.56,-0.12,0.11,611012691.17
AMBP3,13.35,,-86.90,20.40,1.32,18.22,17.36,-3.54,17.74,22.79,5.06,5.81,3.08,4.81,-2.33,2.72,-23.47,-1.52,8.91,0.06,0.87,0.43,67.64,,7725294.62,0.65,-0.15,4.56,22300089511.50
AMER3,6.55,,0.14,0.30,0.08,29.46,-2.68,63.18,-3.40,-6.27,-2.87,0.25,0.09,0.63,-0.13,1.49,207.93,56.25,-142.53,0.27,0.73,0.89,16.22,,10574236.14,21.85,45.44,0.00,1311604468.35
AMOB3,12.98,,,,,3.60,-46.82,-57.58,,,-0.01,,,,,0.19,-2595.29,-6030.26,2660.36,-2.32,3.32,104.73,,,946927.29,,,,0.00
